,path,sentence,mfcc
272,common_voice_id_19784094.mp3,Tertawa terbahak-bahak membuat gerahamku serasa mau lepas.,"[[-7.04455502e+01 -1.95350370e-06  2.07852467e-07 ... -1.28017105e-06
   2.83929019e-07  1.58340624e-07]
 [-7.04279276e+01 -6.31941363e-04  1.20841117e-03 ... -1.66264022e-03
  -1.21053531e-03 -1.27245883e-04]
 [-6.75719609e+01  8.74973319e-01  4.62945088e-01 ...  8.32297409e-03
   8.02045217e-03 -3.94250260e-02]
 ...
 [-5.62855601e+01  8.75347002e-01 -8.52043930e-01 ... -6.85899000e-01
   2.82483634e-01 -3.30533936e-01]
 [-5.77253329e+01  1.62364431e+00 -8.64689707e-02 ... -6.59481507e-02
   3.35999108e-01  1.18985725e-01]
 [-5.90300132e+01  1.54905827e+00 -6.38032538e-01 ... -3.27815660e-01
   5.14291170e-01  3.59865950e-01]]"
273,common_voice_id_19784095.mp3,Kita hanya bisa melihat dhohirnya saja.,"[[-7.04455560e+01 -8.91076101e-07  3.39149270e-07 ...  2.67148811e-08
  -1.97469172e-07  1.24220925e-07]
 [-7.04345555e+01 -1.48580171e-03  3.77582615e-04 ... -3.75099475e-05
   1.44712627e-04 -1.50030187e-03]
 [-6.75298316e+01  1.17231754e+00  6.62176163e-01 ... -1.17821487e-01
  -2.14373772e-02  2.47029925e-02]
 ...
 [-5.88259354e+01  1.45427841e+00 -3.86807329e-01 ... -1.78258389e-01
   6.57500990e-01  3.17458771e-01]
 [-5.81575616e+01  2.55600353e+00  2.58476307e-02 ... -8.12249925e-02
   6.99816649e-02 -3.02680173e-01]
 [-5.88855632e+01  1.66949501e+00 -4.70236166e-01 ... -3.12045071e-01
  -8.58822030e-01 -2.32774855e-01]]"
274,common_voice_id_19784096.mp3,Namaku adalah Ludoviko.,"[[-7.04451156e+01 -2.52267341e-04  2.03638579e-04 ...  9.06277307e-06
  -3.88445872e-05  5.81568749e-05]
 [-7.03417997e+01 -1.89476958e-02 -6.80010097e-04 ... -5.21066946e-03
  -1.61483734e-03 -4.63800727e-03]
 [-6.11939316e+01 -5.34943911e-01  1.96524272e+00 ... -3.44378550e-01
  -9.68463317e-02  3.24793692e-01]
 ...
 [-5.58458836e+01  1.85832341e+00 -2.61389110e-01 ... -8.79574945e-01
  -5.66900417e-01 -2.74303880e-01]
 [-5.54351010e+01  1.38555630e+00 -6.63265515e-01 ... -1.90554177e-01
   2.37864165e-01 -1.99662318e-01]
 [-5.61598553e+01  2.22228150e-01 -1.18993751e+00 ... -3.31081251e-02
   3.04258591e-01 -1.46976798e-01]]"
275,common_voice_id_19784097.mp3,Aku ingin tanya kamu.,"[[-7.04451635e+01 -2.11464461e-04  1.82374653e-04 ... -1.44758090e-04
   1.01844276e-04 -5.21516916e-05]
 [-7.04215377e+01 -6.38881720e-03  5.66689254e-03 ... -8.44102287e-03
   4.04521065e-03 -4.43874944e-03]
 [-4.73264930e+01  2.23528644e+00 -1.61248824e+00 ... -7.04036545e-01
  -2.16990814e-01 -7.04442314e-01]
 ...
 [-5.63893003e+01  1.70405863e+00 -5.46760645e-01 ... -4.47970553e-01
   1.59267146e-01  1.41209524e-01]
 [-5.85892962e+01  1.65222528e+00  4.28790741e-01 ... -4.62447184e-01
   8.16287906e-02  2.01495716e-01]
 [-6.54772423e+01  1.16453352e+00  1.62455999e-01 ... -6.66307786e-02
  -2.78041674e-01  1.35666723e-02]]"
276,common_voice_id_19784098.mp3,Dia mengundangku ke pesta ulang tahunnya.,"[[-7.04455406e+01 -1.99553464e-07  1.10974877e-06 ... -4.05611007e-06
   1.97784780e-06  5.74045849e-07]
 [-7.04218951e+01 -1.61435331e-03  2.85161036e-03 ...  9.20687599e-04
   2.30821875e-03 -1.69624406e-03]
 [-6.66812006e+01  1.05925541e+00  6.57465584e-01 ...  2.72725250e-02
  -6.56126744e-02 -4.16806130e-01]
 ...
 [-5.68152058e+01  1.66834971e+00  5.70637880e-01 ... -1.29730392e-01
   9.99017191e-02  1.69264319e-02]
 [-5.72628333e+01  1.87582297e+00 -2.24850001e-01 ...  2.12406196e-01
   1.91192323e-01 -6.13726122e-01]
 [-6.55795826e+01  8.31497946e-01 -2.06324674e-01 ... -8.27997291e-02
   1.46951118e-01  1.41378654e-01]]"
277,common_voice_id_19784099.mp3,Tom hampir kena pukul.,"[[-7.04455467e+01 -5.94682077e-07 -2.51394240e-07 ... -8.40009555e-07
   1.96086352e-07 -1.07679658e-06]
 [-7.04343713e+01  1.75023684e-03 -7.53282898e-04 ... -1.62952289e-03
  -5.42224113e-04  5.24112439e-04]
 [-6.76562339e+01  8.85791831e-01  1.57127691e-01 ... -1.33439607e-01
  -1.13795560e-01 -1.09636234e-01]
 ...
 [-5.74016845e+01  2.10491872e+00  3.95645323e-01 ... -4.06092209e-01
   5.12403166e-01  6.05341290e-01]
 [-5.53360140e+01  1.63684662e+00 -2.85281513e-01 ... -7.27626685e-02
   5.09195295e-01  2.91360292e-01]
 [-5.58728168e+01  2.48009691e+00 -9.78103138e-01 ... -5.04308129e-01
  -3.35622213e-01 -8.08700820e-02]]"
278,common_voice_id_19784100.mp3,Dia sangat puas dengan mobil barunya.,"[[-7.04455573e+01  8.26266620e-08 -3.61202020e-10 ... -5.44694962e-08
   3.37036171e-08  6.23133503e-08]
 [-7.04369361e+01 -8.58757630e-04  1.24621509e-03 ... -9.30112101e-04
  -2.35443576e-04 -5.21117018e-04]
 [-6.73747392e+01  1.46700395e+00  1.22243305e+00 ... -3.61130390e-01
  -1.90316650e-01 -1.54302054e-01]
 ...
 [-5.52892805e+01  1.71553096e+00 -5.30779944e-01 ... -1.03522706e+00
  -8.49025296e-02  5.06732656e-01]
 [-5.71239982e+01  1.60096722e+00 -2.79134925e-01 ...  4.00947120e-02
   2.89579435e-01  4.65345464e-01]
 [-6.43098878e+01  1.26944293e+00 -6.89481327e-02 ... -1.30168295e-01
   6.61458059e-02 -7.27273350e-02]]"
279,common_voice_id_19784101.mp3,Aku sulit menyakinkan dirinya tentang bahaya merokok.,"[[-7.04455190e+01 -5.15168753e-06 -7.88095811e-06 ... -4.23198812e-06
  -1.32041265e-06 -2.53014807e-06]
 [-7.04283466e+01 -5.04161346e-04  1.16956215e-03 ... -6.19589016e-04
  -9.45188112e-05 -1.50400534e-04]
 [-6.78953604e+01  3.11749312e-01 -1.08795379e-01 ... -1.05647355e-01
   1.07174922e-02 -2.78928630e-02]
 ...
 [-5.58267322e+01  1.29837712e+00  4.66405501e-01 ... -2.99348285e-01
   2.97417140e-01  1.34527760e-01]
 [-5.61542288e+01  1.63005913e+00  5.90898403e-01 ... -6.61530292e-01
  -2.19983634e-01 -8.74341370e-02]
 [-5.73858567e+01  6.04089929e-01 -4.50011181e-01 ... -6.17757782e-01
  -4.20991127e-02  2.82957626e-01]]"
280,common_voice_id_19809463.mp3,Di taman ada pohon besar.,"[[-7.04455579e+01 -2.43944908e-15  2.81319992e-15 ...  6.03338558e-15
   3.40183765e-15  1.55286698e-14]
 [-7.04455579e+01 -2.93122297e-15  3.30228052e-15 ...  6.43884730e-15
   3.01401380e-15  1.58974407e-14]
 [-7.04455350e+01 -5.49400945e-06 -2.62789765e-06 ... -1.83175929e-07
  -3.53121284e-07  7.93650366e-07]
 ...
 [-5.56681839e+01  1.30691753e+00 -6.67923032e-01 ... -2.80982531e-01
  -1.73155727e-01 -6.83066999e-01]
 [-5.70447557e+01  1.57741868e+00 -2.60990302e-01 ... -2.13677374e-01
   1.22618040e-01 -5.66592674e-01]
 [-5.71972995e+01  2.02464027e+00 -1.71620170e-01 ... -9.64764742e-02
   2.11814694e-01 -2.52662533e-01]]"
281,common_voice_id_19809465.mp3,Bukankah Tom terlihat sedikit lelah?,"[[-7.04455360e+01 -4.71763093e-06 -3.19996585e-06 ...  1.33661585e-06
  -2.97064345e-06  2.52539038e-06]
 [-7.04094414e+01 -1.03816266e-03 -1.92030442e-02 ...  5.55593979e-03
  -8.62751069e-03 -8.32887507e-03]
 [-4.06584026e+01 -4.51758058e-01 -4.40971715e+00 ... -4.68298370e-01
   7.53787221e-02  1.12065542e-01]
 ...
 [-5.65774910e+01  1.18348840e+00 -1.58829300e-01 ... -2.37933677e-01
  -1.55747884e-01 -9.27594123e-01]
 [-5.64758989e+01  1.39623490e+00 -6.36228093e-01 ... -3.93825766e-01
   2.24644267e-01 -6.56222625e-01]
 [-5.63413794e+01  1.56312433e+00  4.85534225e-02 ... -5.12825145e-01
   9.63535864e-02 -1.80583477e-01]]"
282,common_voice_id_19809466.mp3,Buang semua sampahmu dari kamar ini.,"[[-7.04455168e+01 -2.40764845e-05  1.96446600e-05 ...  6.34274119e-06
  -3.67810826e-06 -1.08506817e-07]
 [-7.00512055e+01 -8.90377189e-02 -6.17759897e-02 ...  7.17444261e-03
   2.30134260e-02 -7.60764370e-02]
 [-7.26844881e+00  8.58388456e-01 -1.87493111e+00 ... -5.23060309e-01
   1.92704147e-01 -1.03836124e+00]
 ...
 [-5.73314215e+01  1.43454822e+00 -2.07770520e-01 ... -8.14470377e-02
   1.68086566e-02 -9.33856371e-01]
 [-5.96662198e+01  2.26120925e+00  4.37974110e-02 ... -2.07571036e-01
  -2.17891764e-01 -4.18710286e-01]
 [-6.62375645e+01  1.42968155e+00  9.36112553e-01 ... -1.22883868e-01
   1.99240711e-01  1.29226657e-02]]"
283,common_voice_id_19809467.mp3,Apa yang membuat dia tetap datang ke pesta itu?,"[[-7.04454321e+01 -7.92185188e-05  5.78811401e-05 ... -2.66555465e-05
   9.53919358e-06  5.26897918e-06]
 [-6.98197429e+01 -3.95865971e-01  2.70885650e-01 ... -6.30502129e-02
  -4.48890751e-02  1.19432203e-01]
 [-1.02541935e+01  2.96549852e-01 -1.87597230e+00 ... -6.18058460e-01
   4.33540756e-01 -1.13683463e+00]
 ...
 [-5.87289435e+01  1.11175747e+00 -2.24669294e-01 ... -8.84025958e-01
  -2.00816199e-01 -6.58993652e-01]
 [-5.89327795e+01  1.06982340e+00 -1.62311909e-01 ... -2.90609820e-01
   2.59001668e-01 -2.54748109e-01]
 [-5.86986676e+01  9.84442222e-01 -2.76576158e-01 ... -4.72205421e-01
  -2.81637534e-02 -2.68024014e-01]]"
284,common_voice_id_19809468.mp3,Mungkin kebahagiaan yang sedang menunggu kita bukanlah kebahagiaan yang kita inginkan.,"[[-7.04455564e+01 -7.24644963e-08  1.11651318e-07 ...  1.88352908e-07
  -5.12280134e-08  6.43375503e-09]
 [-7.04354319e+01 -1.12596233e-03 -1.19044277e-03 ... -3.27628918e-04
  -5.44855193e-04  7.16906959e-04]
 [-6.89356389e+01  2.81868562e-01  7.43628251e-02 ... -6.29497254e-02
  -5.43235582e-02 -1.17328911e-01]
 ...
 [-5.72821640e+01  1.59955718e+00 -2.30343084e-01 ... -4.46083000e-01
  -3.21729370e-01 -4.53008321e-01]
 [-5.88728709e+01  6.97495981e-01 -3.87856827e-01 ... -5.48107319e-01
  -3.00796898e-01 -3.27900822e-01]
 [-6.63605313e+01  3.04490783e-01 -1.82577071e-01 ...  2.88987086e-02
   1.44423346e-01 -3.99764640e-01]]"
285,common_voice_id_19809469.mp3,Mendengar mengenai apa yang orang lain pelajari memaksa diriku belajar.,"[[-7.04421298e+01 -2.27465536e-03  2.24001902e-03 ...  1.39645671e-03
  -1.26792798e-03  1.10587509e-03]
 [-7.03286409e+01 -3.10366088e-02  1.38067800e-02 ...  3.20331300e-03
   2.04470950e-03  1.67639490e-02]
 [-6.33607965e+01  2.42752477e-01 -6.26968196e-01 ...  1.74717727e-01
   1.32673636e-01  2.78673042e-02]
 ...
 [-5.82856728e+01  1.25172941e+00 -5.85569211e-02 ... -1.36561949e-01
   4.23116348e-01  3.18721957e-02]
 [-6.14683077e+01  1.28007535e+00 -4.86776468e-01 ... -1.21676177e-01
  -6.69508821e-02 -8.36877473e-02]
 [-6.80047531e+01  2.84273850e-02 -7.12377969e-01 ...  5.87432219e-02
  -5.86049394e-02 -7.45007139e-02]]"
286,common_voice_id_19809471.mp3,Bulan lalu saya sakit flu.,"[[-7.04455058e+01  4.60897225e-06 -8.84780901e-06 ... -4.05751103e-07
  -1.72139583e-06 -4.13672863e-06]
 [-7.04352438e+01 -1.13790357e-03 -6.53886558e-04 ...  4.28294434e-04
   1.38480043e-04 -1.00938725e-03]
 [-6.90366967e+01  1.49720835e-01  1.60917131e-04 ... -7.28575909e-03
  -3.32084664e-02 -5.71700899e-02]
 ...
 [-5.61901838e+01  1.93828563e+00  1.01435029e+00 ... -9.50909912e-01
   2.95939911e-01  8.85323508e-01]
 [-5.58086096e+01  2.40351723e+00  6.29484605e-02 ... -2.50957176e-01
  -2.07524470e-02  4.69178689e-01]
 [-6.29358129e+01  1.90908538e+00  2.27741899e-01 ... -1.63037717e-01
  -1.37820837e-01 -1.50818744e-01]]"
287,common_voice_id_19809472.mp3,Saya ingin membeli sebuah peta.,"[[-7.04455442e+01 -3.54478528e-07  1.68183535e-06 ... -1.87606897e-06
   5.59814398e-08 -1.21379249e-06]
 [-7.04219138e+01  3.46002046e-03  3.31065269e-04 ...  1.40702892e-03
  -2.49972938e-04 -1.55408840e-03]
 [-6.85795539e+01  2.04081100e-01 -9.39766580e-02 ... -1.43298250e-03
   4.13120197e-02  8.84831656e-02]
 ...
 [-5.93866004e+01  1.29803527e+00 -1.73366017e-01 ...  1.52424556e-01
   1.20681460e-02  1.74791482e-03]
 [-5.85214075e+01  8.76920841e-01 -5.00376483e-01 ... -5.01815306e-01
  -1.69224893e-01  6.48199257e-02]
 [-5.70623506e+01  7.92759121e-01  8.24597852e-03 ... -4.36479409e-01
  -7.60404917e-02 -1.09323672e-01]]"
288,common_voice_id_19809473.mp3,Banyak anak yang nakal di era sekarang.,"[[-7.04452449e+01 -1.43768824e-05 -1.37944268e-04 ...  7.66619102e-05
   2.38041335e-05 -9.79143198e-05]
 [-7.04291095e+01  7.33809636e-04 -3.67137502e-03 ...  3.52351657e-04
   2.18250201e-04 -3.64141251e-05]
 [-6.86237642e+01  4.87293404e-01  6.21670029e-02 ... -1.09347169e-02
   7.63029667e-02  2.11484029e-02]
 ...
 [-5.96676629e+01  1.49688017e+00 -7.51870143e-02 ...  1.17554700e-01
  -2.08334336e-01 -5.36171954e-01]
 [-6.00602855e+01  1.43653209e+00 -7.43683692e-01 ... -5.49910692e-01
  -3.06646413e-01 -5.80806852e-01]
 [-6.65908319e+01  4.19706125e-01 -7.45767331e-01 ... -1.94822355e-02
   1.60223705e-01 -1.01281206e-01]]"
289,common_voice_id_19809474.mp3,Saya mengambilkan kecap untuk Pak Lee.,"[[-7.04455579e+01 -1.10508341e-10  3.88601049e-10 ... -4.82793886e-10
   1.14282458e-10 -9.45046996e-11]
 [-7.04455492e+01  1.02367296e-07 -4.11774300e-06 ... -1.83324434e-07
  -2.58257787e-06 -4.99662503e-07]
 [-6.05018147e+01  1.76174337e+00  5.12088096e-01 ...  3.01654467e-01
   2.69109506e-02 -8.34450435e-01]
 ...
 [-5.83908324e+01  9.33114358e-01 -4.54485244e-01 ...  2.76490525e-01
   1.23350944e-01 -1.55420648e-01]
 [-6.02326083e+01  8.28820974e-01 -5.60465884e-01 ...  8.32043873e-02
  -3.18396586e-02  8.47833411e-02]
 [-6.76383348e+01  6.10474519e-01 -2.17033957e-02 ... -4.62195911e-02
   1.24356871e-01  1.55008287e-02]]"
290,common_voice_id_19809475.mp3,Kami akan memperbaikinya.,"[[-7.04455466e+01 -5.32369548e-06  2.02763344e-06 ... -1.35755589e-06
   1.18498313e-06 -6.78500771e-07]
 [-7.04356970e+01 -1.82432178e-03  8.53100696e-05 ... -3.60445746e-04
   9.65568408e-04  4.02102220e-05]
 [-6.88847401e+01  3.16579024e-01  3.48793416e-01 ...  2.22757012e-02
   1.01425772e-01  4.88367556e-02]
 ...
 [-5.90373571e+01  1.94983845e+00 -4.33109505e-01 ... -7.58805195e-02
   3.49202411e-01 -2.19109518e-01]
 [-5.92507792e+01  1.49516057e+00 -3.94339752e-01 ... -3.75919243e-01
   4.48291520e-02  2.73846238e-02]
 [-5.88168879e+01  1.59108683e+00 -8.24543672e-01 ... -4.75034259e-02
  -9.04394585e-02 -3.47606270e-01]]"
291,common_voice_id_19809476.mp3,Dia sedang berusaha untuk berhenti merokok.,"[[-7.04449066e+01 -8.52726434e-05 -1.08070617e-04 ... -5.38146763e-05
  -7.25906257e-05 -1.65369671e-05]
 [-7.03801426e+01 -8.51500148e-03 -2.55261288e-02 ...  5.00276816e-03
  -1.68748846e-03 -3.63406050e-03]
 [-6.30114929e+01 -2.37947692e-01 -1.57707788e+00 ...  2.48637840e-01
  -2.73466558e-01  9.09507608e-02]
 ...
 [-5.65563262e+01  1.76280731e+00  9.89618754e-02 ... -1.86590784e-01
  -2.40142075e-01 -5.95123852e-01]
 [-5.65503938e+01  1.57286226e+00 -5.41277000e-01 ... -8.00319521e-01
  -6.60004921e-01 -4.04181962e-01]
 [-5.81696682e+01  1.26753317e+00 -9.60563400e-01 ... -7.79941794e-02
   2.55344137e-01  7.12948446e-02]]"
292,common_voice_id_19809477.mp3,Aku malu pada diriku sendiri.,"[[-7.04455451e+01  5.48067825e-07 -1.22634773e-06 ... -9.43244002e-07
  -1.26553908e-07  1.30896461e-06]
 [-7.04375197e+01 -1.98471109e-03  4.74483656e-04 ... -2.09839415e-04
   6.01778322e-04  2.27782916e-04]
 [-6.80811770e+01  7.66144921e-01  5.17285922e-01 ... -4.98635394e-02
  -7.30276094e-02 -8.26592511e-02]
 ...
 [-5.91620037e+01  2.06388125e+00  1.61114883e-01 ... -3.65795236e-01
  -2.58967630e-01 -6.51115332e-01]
 [-5.70411002e+01  2.14062015e+00 -4.06751421e-03 ...  1.99489808e-02
  -3.30188376e-01 -8.26218358e-01]
 [-5.63160924e+01  1.74775503e+00  2.36183227e-02 ... -3.05078757e-01
  -3.94825741e-01 -6.18548691e-01]]"
293,common_voice_id_19809478.mp3,"Saya beli buku ini untuk saya, bukan untuk istri.","[[-7.04455579e+01 -2.43944908e-15  2.81319992e-15 ...  6.03338558e-15
   3.40183765e-15  1.55286698e-14]
 [-7.04455579e+01 -2.43944908e-15  2.81319992e-15 ...  6.03338558e-15
   3.40183765e-15  1.55286698e-14]
 [-7.04455579e+01 -2.43944908e-15  2.81319992e-15 ...  6.03338558e-15
   3.40183765e-15  1.55286698e-14]
 ...
 [-5.67378184e+01  4.19746576e-01 -9.67572881e-01 ...  5.82715179e-01
  -2.32760745e-01 -2.23712608e-01]
 [-5.65130862e+01  1.60538638e+00 -9.60585649e-02 ... -2.44169807e-01
  -3.48379885e-01 -6.89028892e-01]
 [-5.75066570e+01  1.76776126e+00 -9.13986482e-01 ... -5.90231752e-02
   3.87884587e-03  5.96246162e-02]]"
294,common_voice_id_19809479.mp3,Saya ingat nomor yang tertulis di formulir.,"[[-7.04453861e+01 -6.17302099e-05 -1.55794952e-06 ... -1.46985796e-05
   4.56114281e-06  9.97232229e-06]
 [-7.04146656e+01 -4.16094675e-03 -5.55119917e-04 ... -5.05906894e-04
  -9.55361438e-05 -9.21914719e-04]
 [-6.33879865e+01 -1.89481846e-01 -3.89660901e-01 ...  1.86198629e-01
  -4.90332490e-03  1.39386035e-02]
 ...
 [-5.63603142e+01  1.34763632e+00  7.01074121e-03 ... -1.56453041e-01
   1.28646671e-01  1.94913965e-01]
 [-5.73928059e+01  1.55604617e+00 -7.22163701e-02 ... -2.30232721e-01
   2.12520983e-01  5.59765543e-01]
 [-5.67106259e+01  1.86842694e+00  1.78461919e-02 ... -1.08362089e-01
  -1.25137162e-01 -2.00856708e-01]]"
295,common_voice_id_19809480.mp3,"Jadi kamu menyerah, benar?","[[-7.04455549e+01 -1.14484666e-06  9.77842979e-08 ...  2.44112841e-07
  -3.45105021e-07  1.61793167e-07]
 [-7.03969768e+01 -7.68689864e-03 -8.28224706e-03 ...  1.24098844e-03
   4.88004271e-03  8.80691143e-03]
 [-3.76776969e+01  7.04204830e-01 -1.08937975e+00 ... -8.94066176e-01
  -3.03040642e-01 -4.90910600e-01]
 ...
 [-5.71452458e+01  2.74420979e-01 -1.37842447e-01 ... -5.44446872e-01
   1.11376439e-01 -2.09466117e-01]
 [-5.82881742e+01  1.11063096e-01  1.12162161e-02 ... -4.33769698e-01
   6.16423628e-02 -7.51078788e-01]
 [-6.48858618e+01  8.32093145e-01  2.54154077e-02 ... -1.10564060e-01
   8.96511086e-02 -9.77622521e-02]]"
296,common_voice_id_19809481.mp3,Kamu harus tidur.,"[[-7.04439174e+01 -1.05948323e-04 -3.42779029e-04 ...  1.55191163e-04
   5.87867212e-05  1.26911466e-04]
 [-6.98180174e+01 -7.95687089e-02  2.13009301e-02 ...  1.23096042e-03
   3.68471732e-02  1.31961553e-02]
 [-5.03748925e+01  1.26789783e+00 -8.53742931e-01 ... -1.31631196e-01
   8.61005667e-03  3.30176222e-01]
 ...
 [-5.75638363e+01  1.50966283e+00 -5.74235211e-01 ... -2.07465465e-01
   2.14651536e-01  5.90208224e-04]
 [-5.69815221e+01  2.28007061e+00  5.81000046e-02 ... -1.72947104e-01
   3.32217795e-02 -1.42379681e-01]
 [-5.67627338e+01  1.92694563e+00  3.18271489e-01 ...  1.58310438e-01
  -3.20096817e-01 -7.02088224e-02]]"
297,common_voice_id_19809482.mp3,Apa yang terjadi dengan cahaya di dalam lubang hitam?,"[[-7.04455497e+01 -9.81177950e-07  1.11557898e-06 ... -5.80202183e-08
  -6.08593030e-07  4.45166312e-07]
 [-7.04083705e+01  3.40616908e-03  4.44005849e-03 ... -5.99940955e-03
  -8.83066979e-03  4.42628001e-03]
 [-3.39143309e+01  1.25193507e+00  4.49003286e-02 ...  2.94366910e-01
   3.14512898e-01 -8.06019146e-01]
 ...
 [-5.57838364e+01  2.07179060e-01 -5.75976350e-01 ...  1.43170319e-01
  -1.69733026e-01 -4.39578094e-01]
 [-5.63417938e+01  1.45633780e+00 -6.13814591e-01 ... -5.32110295e-01
  -5.88025567e-02 -3.79683744e-01]
 [-5.76435651e+01  1.61141177e+00 -5.41658983e-01 ... -1.42480867e-01
   1.34482752e-01 -2.67055395e-01]]"
298,common_voice_id_19809483.mp3,"Apa yang kamu rasakan tentang ini, Tom?","[[-7.04441911e+01  4.81288037e-05 -2.10801537e-04 ...  2.39090917e-05
  -1.62231310e-04 -3.30731957e-04]
 [-7.00709484e+01  2.62239549e-02 -3.44232130e-02 ...  3.39718057e-02
   3.95993942e-02 -3.67523507e-02]
 [-5.02344091e+01  3.92029479e+00 -6.01787757e-01 ...  3.57207541e-03
   5.29579440e-01  1.76271851e-01]
 ...
 [-5.88199127e+01  1.55769903e+00 -7.98130210e-01 ...  7.42379005e-01
   4.25649997e-01 -4.98162127e-01]
 [-5.84672855e+01  1.82779221e+00 -6.00913183e-01 ...  5.85297699e-01
   2.83921548e-01 -9.27429235e-02]
 [-5.99390849e+01  1.66836727e+00 -8.86408913e-01 ...  1.83787756e-02
   4.51812942e-01 -9.16326487e-02]]"
299,common_voice_id_19809484.mp3,Saya belum tidur.,"[[-7.04455518e+01 -2.10087385e-06  9.64920626e-07 ... -5.56061022e-07
   3.73267346e-07 -2.28282278e-07]
 [-7.04242330e+01 -1.09824428e-03 -4.85766182e-04 ...  6.80030461e-06
   2.43797218e-03 -1.72718530e-03]
 [-6.80842412e+01  4.15748258e-01  1.21882814e-01 ... -4.36457380e-02
  -7.31787460e-02 -1.79670039e-01]
 ...
 [-5.33791728e+01  2.32561696e+00  1.06779710e+00 ... -1.46654001e-01
  -6.25653794e-02 -7.18911776e-01]
 [-5.44309567e+01  2.53397421e+00  1.49709557e+00 ... -3.61112623e-01
  -1.70551909e-01  1.82343251e-01]
 [-6.27507834e+01  2.33797684e+00  1.27709505e+00 ... -1.77058671e-01
  -2.62034371e-02  2.35483329e-01]]"
300,common_voice_id_19809485.mp3,Saya dapat mengerti apa yang dia katakan.,"[[-7.04455467e+01 -7.14491858e-07 -1.02881939e-06 ... -3.23657902e-07
  -2.78158353e-07 -1.31058440e-06]
 [-7.04136476e+01  2.12907813e-03  1.18973599e-03 ... -2.00769701e-03
   9.96710537e-04  2.80919470e-04]
 [-6.72243318e+01  7.89057227e-01  3.66867740e-01 ...  4.78121807e-02
   7.88821158e-02 -8.69390839e-02]
 ...
 [-5.68361208e+01  1.42810449e+00 -7.73645632e-01 ... -1.16000374e-01
  -1.27707748e-01 -5.54204715e-01]
 [-5.53136448e+01  1.31534934e+00 -5.65655811e-01 ... -6.74407820e-01
  -5.47548225e-01 -4.49919744e-01]
 [-5.65870014e+01  5.33013705e-01 -6.12290505e-01 ... -9.79430510e-01
  -5.46865574e-01 -3.01637562e-01]]"
301,common_voice_id_19809486.mp3,Sekarang berat saya empat puluh lima kilogram.,"[[-7.04455494e+01  1.25966736e-06 -2.63462872e-06 ... -1.13938802e-07
   1.11060828e-06  4.92864720e-07]
 [-7.04348072e+01 -2.32634007e-03 -4.31192340e-04 ...  5.77455507e-04
  -5.51779752e-04  5.61966169e-04]
 [-6.81870986e+01  6.15133012e-01  2.37313403e-01 ...  9.82176340e-02
   1.13693699e-01  9.05914675e-02]
 ...
 [-5.64575525e+01  1.12013580e+00 -8.20795639e-01 ... -8.56962616e-01
  -5.01521304e-01  4.51823708e-01]
 [-5.80022097e+01  9.31442477e-01  1.28116599e-02 ... -4.75391860e-01
  -2.04489599e-01 -9.55192851e-02]
 [-6.50235693e+01  9.37892256e-02 -1.41559908e-01 ... -3.79668152e-01
   2.10426530e-01 -3.20677806e-02]]"
302,common_voice_id_19809487.mp3,Tom datang kemari sendirian.,"[[-7.04455485e+01  2.84784870e-07  1.27017781e-06 ... -1.78897981e-06
  -3.98494888e-07  2.99482743e-07]
 [-7.04345167e+01  3.34543603e-04 -2.99275499e-04 ... -5.63787977e-04
  -8.56923748e-05 -8.53017598e-04]
 [-6.84383710e+01  5.88397519e-01  2.92892568e-01 ... -3.87417498e-02
  -7.87930309e-02 -2.43692057e-01]
 ...
 [-5.71714518e+01  1.44228081e+00 -6.15727332e-01 ... -4.71373871e-01
  -3.45178965e-01 -2.01140470e-01]
 [-5.80189808e+01  1.69869484e+00 -8.05512093e-02 ... -3.71071483e-01
  -3.05178586e-01 -3.25747738e-01]
 [-6.63222857e+01  7.72193529e-01 -2.53324474e-01 ...  9.09037679e-03
   1.93629262e-02 -4.43784928e-02]]"
303,common_voice_id_19816217.mp3,Di halaman rumah ada dua batang pohon.,"[[-7.04455579e+01 -2.43944908e-15  2.81319992e-15 ...  6.03338558e-15
   3.40183765e-15  1.55286698e-14]
 [-7.04455579e+01 -2.43944908e-15  2.81319992e-15 ...  6.03338558e-15
   3.40183765e-15  1.55286698e-14]
 [-7.04455579e+01 -4.26349059e-15  3.52432513e-15 ...  3.55226743e-15
   1.45970157e-15  1.45651730e-14]
 ...
 [-5.55135444e+01  1.63989729e+00  5.17280991e-01 ... -4.48892676e-01
   4.72636333e-01  3.62173424e-01]
 [-5.78254402e+01  1.55231773e+00 -8.46053596e-02 ... -7.00745796e-01
  -5.22687923e-01  1.40180342e-01]
 [-6.54206650e+01  8.03946516e-01 -3.12252180e-01 ... -3.35299861e-01
  -4.25066197e-01 -2.32363889e-01]]"
